time,avg,std,smooth,snow_status
1,75.36364,10.322526117891178,66.625,True
2,76.75,3.7782270974625125,67.57143,True
3,67.57143,3.8883219541400664,69.0,True
4,69.0,13.73559851869101,69.388885,True
5,69.388885,10.948109933276662,69.388885,True
6,66.625,11.372743104206904,69.55556,True
7,71.77778,7.483778754375657,69.55556,True
8,69.55556,8.43891449048856,69.583336,True
9,69.583336,14.565083819417817,69.583336,True
10,72.35,10.556856644959343,69.6,True
11,75.0,10.586941642104827,69.6,True
12,73.05,9.226923165991526,69.6,True
13,74.05,9.488150504708491,69.64286,True
14,71.541664,11.499917654514142,70.583336,True
15,72.26923,10.643102979189901,70.1,True
16,74.958336,5.694727758411655,70.1,True
17,74.0,9.613977919080709,70.583336,True
18,65.45,10.223746866975924,71.35,True
19,69.6,8.540101482613268,71.541664,True
20,68.416664,7.289833102799178,71.77778,True
21,69.64286,11.862807023474273,72.26923,True
22,67.388885,8.15390158826504,72.333336,True
23,70.583336,7.612290699715145,72.35,True
24,68.0,9.501196096951544,72.333336,True
25,68.666664,5.942432162002359,72.26923,True
26,74.45,9.667959683637726,71.541664,True
27,71.35,8.226143959623151,71.541664,True
28,70.1,8.188406438373708,72.26923,True
29,74.05,8.600549078078936,71.35,True
30,72.333336,7.855086310944072,70.611115,True
31,73.45,12.468738686990134,70.611115,True
32,73.625,8.40811682669958,71.35,True
33,76.75,17.590243507884324,72.333336,True
34,74.75,9.281317640446163,72.333336,True
35,74.25,7.634897947364241,72.65,True
36,76.611115,6.575417181526287,72.72727,True
37,66.666664,7.026734661277599,73.45,True
38,70.611115,10.448617665084273,73.625,True
39,70.041664,8.335189187287762,73.625,True
40,72.72727,7.524505420170939,73.45,True
41,75.166664,8.097067370350823,73.625,True
42,68.07143,13.932661182238219,73.75,True
43,69.954544,9.83731301081384,73.625,True
44,72.333336,10.148305042621415,73.75,True
45,77.916664,5.342085621541346,73.75,True
46,77.27273,12.133349983338558,74.25,True
47,79.0,4.993746088859544,74.25,True
48,72.65,9.868721632849244,74.25,True
49,75.80769,6.105115551522012,73.75,True
50,75.9,8.464960458003072,73.75,True
51,75.55556,10.3151722127058,74.35,True
52,72.0,8.845903006477066,74.78571,True
53,71.333336,7.685484153042454,74.78571,True
54,73.75,6.916712303609938,75.166664,True
55,76.7,11.020687617184128,75.416664,True
56,71.4,7.7774603109812706,75.416664,True
57,78.85714,11.502587700579543,75.55556,True
58,72.166664,8.782084035125152,75.55556,True
59,74.35,7.476072944177755,75.55556,True
60,79.0,7.199537022151726,75.55556,True
61,82.666664,7.054549359574054,75.55556,True
62,73.6875,10.924865151178233,75.55556,True
63,77.681816,9.993179492215496,75.55556,True
64,74.78571,6.707316545243354,75.55556,True
65,75.416664,7.017240673275121,75.94444,True
66,70.9,8.533593746026478,76.7,True
67,75.94444,6.738158337244515,77.681816,True
68,77.85714,7.8777867329297395,77.85714,True
69,75.21429,8.42544332590845,78.10714,True
70,78.8125,3.8816187713007424,78.25,True
71,72.8,8.64484432094259,78.25,True
72,78.25,8.26685605843655,78.8125,True
73,80.1,4.914830165484416,79.0,True
74,80.94444,7.950803593208541,78.8125,True
75,74.875,7.6962948582713855,78.8125,True
76,83.94444,4.26060767705474,79.166664,True
77,83.6,6.279596590015422,79.25,True
78,80.27778,7.5502943283321375,79.25,True
79,78.10714,9.131893753022071,79.59091,True
80,79.94444,8.431505071917933,79.59091,True
81,80.4,8.637129152675673,79.71429,True
82,79.25,5.852349955359813,79.71429,True
83,80.72222,9.849210346238142,79.71429,True
84,81.05556,7.290595159366468,79.94444,True
85,80.85714,8.28006786261585,80.1,True
86,81.22222,10.34743661224578,80.27778,True
87,78.166664,7.980444849756184,80.4,True
88,79.166664,8.746427842267948,80.4,True
89,81.28571,7.565586245499765,80.72222,True
90,82.0,8.76427407147905,80.4,True
91,78.9,8.171087238958268,80.4,True
92,79.59091,9.583366271353146,80.72222,True
93,79.27778,8.109065571596053,80.72222,True
94,79.71429,6.4862491912837115,80.85714,True
95,77.5,9.255628917943213,81.0,True
96,79.0625,5.178509851850655,81.05556,True
97,84.13636,6.730865134181895,81.22222,True
98,81.5,8.430387213611755,81.22222,True
99,84.5,7.84219357067906,81.28571,True
100,86.6875,5.824440500413505,81.28571,True
101,82.25,8.391463916782737,81.5,True
102,82.57143,8.079957567073869,82.0,True
103,77.833336,10.235558932792419,82.0,True
104,84.78571,11.067433995199394,81.75,True
105,82.78571,10.045136231269437,81.75,True
106,80.35714,4.5708705016503295,81.75,True
107,81.0,7.763876465901412,82.125,True
108,83.0,8.811518435709996,82.25,True
109,84.64286,7.17469096729542,82.25,True
110,82.625,7.949618139975565,82.375,True
111,81.22222,7.521266146364217,82.375,True
112,83.181816,6.645572688913751,82.375,True
113,81.21429,8.882835240212549,82.25,True
114,85.22222,5.050440024833921,82.125,True
115,82.125,10.617399242124536,81.75,True
116,71.5,3.5,81.22222,True
117,81.75,5.737304826019502,81.22222,True
118,76.416664,14.565083819417817,81.22222,True
119,77.666664,17.792320440759454,81.21429,True
120,82.375,7.467787968525695,81.21429,True
121,82.583336,6.224280413563214,81.21429,True
122,72.375,25.927382564899734,80.916664,True
123,86.875,5.632864872040396,79.3125,True
124,84.4,8.01093003339812,78.8,True
125,78.8,10.808561421391842,78.75,True
126,73.6,12.822831200635841,77.666664,True
127,79.3125,10.973791830668974,76.416664,True
128,74.75,18.25970061821022,76.416664,True
129,80.916664,14.065620024252988,74.75,True
130,78.75,11.463710859345095,74.75,True
131,81.5,15.615163570495616,73.6,True
132,64.25,39.95153313703994,72.375,True
133,54.25,37.635311433103176,70.7,True
134,62.333332,29.091808698211484,69.9,True
135,69.9,24.001041644062035,65.666664,True
136,70.7,18.606450494385005,65.64286,True
137,65.666664,12.701705922171765,64.25,True
138,65.64286,15.258096991745852,62.333332,True
139,54.4,36.16870193966048,61.8,True
140,29.5,45.9972825284277,58.4,True
141,78.375,7.824906815206598,55.666668,True
142,61.8,21.86778452427223,55.5,True
143,55.5,48.09625765067382,54.75,True
144,54.75,37.13993807210777,54.4,True
145,38.785713,27.478563073265462,54.25,True
146,55.666668,34.21939021471111,48.125,True
147,25.1,29.938269823087637,45.5,True
148,14.833333,25.692086978938345,45.4,True
149,43.666668,41.66933324800546,43.666668,True
150,22.6,30.363217879533124,42.9,True
151,58.4,40.32586018921357,38.785713,True
152,48.125,48.39141624985434,37.0,True
153,45.4,41.385987966943595,36.0,True
154,31.333334,54.270925303824825,36.0,True
155,45.5,64.34671708797582,35.857143,True
156,31.0,39.16790778175418,31.333334,True
157,36.0,34.22718218024966,31.222221,True
158,35.857143,39.0456082525234,31.0,True
159,42.9,39.6585425854254,25.1,True
160,23.875,37.639462890252126,23.875,True
161,37.0,52.32590180780452,22.6,True
162,15.95,29.816522265348116,22.6,True
163,6.9,9.723682430026189,15.95,False
164,31.222221,32.0713180964619,14.083333,False
165,14.083333,23.936199921179355,10.6,False
166,2.9166667,7.144345083117603,8.666667,False
167,10.6,23.70232056149777,6.9,False
168,0.0,0.0,4.9,False
169,8.666667,14.115594213493104,3.25,False
170,0.0,0.0,2.9166667,False
171,0.0,0.0,2.2857144,False
172,0.0,0.0,1.5625,False
173,0.0,0.0,0.7,False
174,1.5625,4.419417382415922,0.0,False
175,4.9,12.931013537658643,0.0,False
176,0.0,0.0,0.0,False
177,0.0,0.0,0.0,False
178,0.0,0.0,0.0,False
179,2.2857144,6.047431568147636,0.0,False
180,0.0,0.0,0.0,False
181,0.0,0.0,0.0,False
182,3.25,9.192388155425117,0.0,False
183,0.0,0.0,0.0,False
184,0.7,2.2135943621178655,0.0,False
185,0.0,0.0,0.0,False
186,0.0,0.0,0.0,False
187,0.0,0.0,0.0,False
188,0.0,0.0,0.0,False
189,0.0,0.0,0.0,False
190,0.0,0.0,0.0,False
191,0.0,0.0,0.0,False
192,1.0909091,3.6181361349331636,0.0,False
193,0.0,0.0,0.0,False
194,0.0,0.0,0.0,False
195,0.0,0.0,0.0,False
196,0.0,0.0,0.0,False
197,0.0,0.0,0.0,False
198,0.5,1.8027756377319946,0.0,False
199,0.72727275,2.412090756622109,0.0,False
200,0.0,0.0,0.0,False
201,0.0,0.0,0.0,False
202,0.0,0.0,0.0,False
203,0.0,0.0,0.0,False
204,6.4,20.23857702507763,0.0,False
205,0.0,0.0,0.0,False
206,0.0,0.0,0.0,False
207,0.0,0.0,0.0,False
208,1.7777778,5.333333333333334,0.0,False
209,0.0,0.0,0.0,False
210,0.0,0.0,0.0,False
211,0.0,0.0,0.0,False
212,0.0,0.0,0.0,False
213,0.0,0.0,0.0,False
214,0.0,0.0,0.0,False
215,0.0,0.0,0.0,False
216,0.0,0.0,0.0,False
217,0.0,0.0,0.0,False
218,4.4375,12.551145366061219,0.0,False
219,0.0,0.0,0.0,False
220,0.0,0.0,0.0,False
221,0.0,0.0,0.0,False
222,0.0,0.0,0.0,False
223,0.0,0.0,0.0,False
224,0.0,0.0,0.0,False
225,0.0,0.0,0.0,False
226,0.0,0.0,0.0,False
227,0.0,0.0,0.0,False
228,0.0,0.0,0.0,False
229,0.0,0.0,0.0,False
230,0.0,0.0,0.0,False
231,0.0,0.0,0.0,False
232,0.0,0.0,0.0,False
233,0.0,0.0,0.0,False
234,0.0,0.0,0.0,False
235,0.0,0.0,0.0,False
236,0.0,0.0,0.0,False
237,0.0,0.0,0.0,False
238,0.0,0.0,0.0,False
239,0.0,0.0,0.0,False
240,4.5833335,15.87713240271471,0.0,False
241,0.0,0.0,0.0,False
242,7.9,20.002499843769527,0.0,False
243,0.0,0.0,0.0,False
244,15.833333,31.57332735078772,0.0,False
245,0.7777778,2.333333333333333,0.0,False
246,0.0,0.0,0.0,False
247,0.0,0.0,0.0,False
248,0.0,0.0,0.0,False
249,4.5,15.588457268119896,0.0,False
250,0.0,0.0,0.0,False
251,0.0,0.0,0.0,False
252,0.0,0.0,0.0,False
253,6.0384617,21.771982701840244,0.0,False
254,3.9444444,11.833333333333334,0.0,False
255,0.0,0.0,0.7777778,False
256,0.0,0.0,0.7777778,False
257,0.0,0.0,1.2,False
258,7.9375,22.450640302672884,1.2,False
259,1.8125,5.126524163602469,1.2,False
260,0.0,0.0,1.4285715,False
261,0.0,0.0,1.4285715,False
262,7.214286,19.087205886965975,1.8125,False
263,0.0,0.0,1.4285715,False
264,10.4,27.67941473369696,1.8125,False
265,7.65,24.1914241002881,1.8125,False
266,4.375,13.37760170107958,2.1818182,False
267,1.2,3.794733192202055,2.1818182,False
268,20.5,31.377738924275597,2.1818182,False
269,9.642858,25.512601928122837,4.375,False
270,1.4285715,3.7796447300922718,4.375,False
271,6.2727275,20.80428277586569,6.2727275,False
272,0.0,0.0,6.2727275,False
273,2.1818182,7.236272269866327,6.3636365,False
274,0.0,0.0,6.45,False
275,8.5,22.09072203437452,7.214286,False
276,0.0,0.0,7.65,False
277,10.136364,22.58549413793166,8.5,False
278,0.0,0.0,8.5,False
279,12.5,30.826125283596703,8.7,False
280,6.3636365,21.105794120443456,9.642858,False
281,16.75,26.00721053861794,10.136364,False
282,14.875,28.081152689368654,10.136364,False
283,3.5,10.5,12.5,False
284,8.7,27.511815643464903,12.888889,False
285,6.45,20.396690908086047,14.055555,False
286,20.333334,30.700162866017504,14.875,False
287,14.055555,26.41193438159685,16.75,False
288,17.5,32.513733362117264,17.5,False
289,12.888889,25.58659045498464,18.461538,False
290,21.076923,35.046306363775194,19.142857,False
291,19.75,32.92520986181325,19.75,False
292,32.772728,34.44224414608,20.333334,True
293,37.444443,35.9752036516512,20.333334,True
294,36.0,37.98289088523937,21.076923,True
295,27.7,36.0872399732771,23.25,True
296,31.6,43.47758042945812,26.59091,True
297,33.6,35.64080058958646,27.7,True
298,19.142857,32.79572416961583,30.125,True
299,18.461538,27.572980085025822,31.6,True
300,26.59091,32.28298172553008,32.772728,True
301,23.25,33.474937319902914,33.6,True
302,35.25,39.88465512306348,35.25,True
303,30.125,33.40311148894452,35.25,True
304,37.77778,37.08361423114587,36.0,True
305,53.25,29.298037476936916,37.444443,True
306,15.0,18.0,37.77778,True
307,58.0,24.624682739073005,40.357143,True
308,41.0,29.154759474226502,41.0,True
309,57.0,32.05464084964921,42.6,True
310,42.6,39.13821661752104,42.6,True
311,51.07143,35.23543265359054,43.333332,True
312,43.875,38.35710960360357,43.875,True
313,51.166668,35.239360096346815,46.23077,True
314,46.23077,31.942406103678344,51.07143,True
315,40.357143,38.65091017224377,51.166668,True
316,26.277779,30.46320640452092,53.25,True
317,43.333332,36.10770924147178,53.25,True
318,54.409092,29.23937258374244,54.0,True
319,57.61111,33.66171580759233,54.409092,True
320,64.36364,22.553371044137627,55.285713,True
321,69.0625,28.430915642759633,54.409092,True
322,55.81818,28.835111173075724,55.285713,True
323,34.214287,32.38293936480692,55.285713,True
324,61.0625,26.694618906652863,55.666668,True
325,65.21429,29.02995169196971,55.733334,True
326,60.454544,22.785362127311632,55.81818,True
327,68.875,13.674141393782019,57.61111,True
328,54.0,27.779488836189913,58.22222,True
329,58.22222,22.86524533969501,60.454544,True
330,49.5,29.053829351739505,61.0625,True
331,55.733334,21.601807684499352,64.21429,True
332,55.285713,25.964490403332817,64.36364,True
333,69.85714,16.027877499621002,64.888885,True
334,49.083332,28.104121880369554,65.21429,True
335,55.666668,26.824626857807473,65.21429,True
336,64.21429,15.043983135174958,65.416664,True
337,65.416664,13.567731325956204,68.14286,True
338,70.888885,6.999007866198687,68.5,True
339,69.333336,10.945889639494819,68.57143,True
340,71.35714,9.771191865693279,68.875,True
341,71.05556,6.807369372803106,68.681816,True
342,70.666664,10.080922576827973,68.681816,True
343,64.888885,8.56511010501973,69.333336,True
344,68.14286,10.061122724437391,69.85714,True
345,72.3125,6.787264860436367,70.125,True
346,70.125,7.135174439753682,70.666664,True
347,68.5,8.493695140682714,70.666664,True
348,71.333336,10.844632801808487,70.666664,True
349,73.545456,7.037238611325273,70.666664,True
350,71.888885,8.491826135237998,70.888885,True
351,76.666664,7.01338006955277,70.888885,True
352,68.57143,14.619345906205066,71.05556,True
353,76.045456,11.181356235838624,71.0625,True
354,68.681816,11.457034361632873,71.05556,True
355,68.5,16.388149028228554,70.666664,True
356,72.78571,5.266696805218169,70.625,True
357,77.45,5.997453163172218,70.625,True
358,77.5,3.6742346141747673,70.625,True
359,77.1,6.367451958550169,70.42308,True
360,68.888885,8.616038017041888,70.42308,True
361,67.30769,8.055894481523199,70.42308,True
362,70.42308,8.43565388160612,68.888885,True
363,71.0625,10.258924686061677,68.681816,True
364,70.625,9.083263830704349,68.57143,True
365,72.75,7.312815649753023,68.5,True
366,76.625,4.40407008724127,67.30769,True
